work_dedication,salary_comparison_last_semester,profile_level_study,profile_gender,profile_experience_range,list_of_normalized_languages,usd_monthly_gross_salary
full-time,3,,M,10+,"['go', 'java', 'javascript', 'python', 'sql', 'typescript']",2054.8206320765507
full-time,4,,M,10+,['python'],2352.1787198353095
full-time,3,,M,3-5,"['bash/shell', 'python']",2630.4753917120966
full-time,2,,M,10+,['sql'],1067.439289390416
full-time,3,,M,10+,['vba'],895.8865464526705
full-time,3,Terciario,M,10+,"['.net', 'bash/shell', 'java', 'javascript', 'python', 'sql']",2096.7557470168886
full-time,3,Universitario,M,3-5,"['.net', 'matlab', 'python', 'sql', 'julia']",2470.359498303534
full-time,2,,M,6-10,"['css', 'html', 'javascript', 'php', 'sql']",1601.158934085624
full-time,3,,M,3-5,"['java', 'javascript', 'php', 'python']",2668.59822347604
full-time,2,Doctorado,M,6-10,"['c++', 'python']",1608.3069650413634
full-time,3,,M,6-10,"['bash/shell', 'python']",2550.4174450078153
full-time,3,Universitario,M,1-2,"['.net', 'c#', 'sql']",571.8424764591514
full-time,2,,M,3-5,"['.net', 'java']",1715.5274293774542
full-time,2,Universitario,M,0-1,"['c#', 'sql']",552.7810605771797
full-time,3,,M,3-5,"['.net', 'c#']",1258.053448210133
full-time,2,,M,1-2,"['bash/shell', 'javascript', 'python']",648.0881399870382
full-time,3,Universitario,M,10+,"['bash/shell', 'python', 'powershell']",1315.2376958560483
full-time,3,,M,3-5,"['html', 'javascript', 'sql']",762.4566352788685
full-time,4,Terciario,M,10+,"['bash/shell', 'python']",1868.0187564332277
full-time,3,Universitario,M,10+,"['bash/shell', 'c', 'cobol']",2859.212382295757
full-time,2,Universitario,M,10+,['python'],825.1801303800846
full-time,4,Universitario,M,3-5,"['javascript', 'solidity', 'typescript']",4193.511494033777
full-time,2,Posgrado/Especialización,M,10+,"['java', 'javascript', 'python']",2981.205443940376
full-time,2,Universitario,M,10+,"['java', 'python']",1222.4086005108459
full-time,4,Universitario,M,10+,"['bash/shell', 'go', 'javascript', 'typescript']",4532.804696732874
full-time,2,,M,10+,"['.net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']",857.7637146887271
full-time,2,,M,3-5,"['css', 'html', 'javascript', 'typescript']",1093.4695589188366
full-time,4,Terciario,M,6-10,"['python', 'sql']",1334.29911173802
full-time,4,Maestría,M,3-5,"['python', 'sql']",1868.0187564332277
full-time,2,,M,6-10,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",953.0707940985857
full-time,3,,M,6-10,"['html', 'python', 'r', 'sql', 'vba']",2477.9840646563225
full-time,3,Universitario,M,1-2,"['bash/shell', 'html', 'javascript', 'python', 'sql']",983.5690595097403
full-time,3,,M,6-10,"['go', 'java', 'kotlin', 'objective-c', 'swift']",3649.9675955930006
full-time,1,,M,1-2,"['css', 'html', 'java', 'javascript']",721.5702031946932
full-time,4,,M,6-10,"['css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'scala']",2904.959780412489
full-time,2,,M,10+,"['c++', 'c#', 'sql']",1143.6849529183028
full-time,3,,M,10+,"['go', 'javascript', 'python']",1238.9920323281613
full-time,1,,M,0-1,"['python', 'sql']",419.3511494033777
full-time,2,Maestría,M,1-2,"['bash/shell', 'python', 'r', 'sql']",800.579467042812
full-time,4,Universitario,M,3-5,"['go', 'python', 'ruby', 'rust', 'typescript']",8005.794670428119
full-time,2,,M,3-5,['swift'],571.8424764591514
full-time,2,,M,10+,"['bash/shell', 'java', 'sql']",762.4566352788685
full-time,2,Universitario,M,0-1,"['bash/shell', 'java', 'sql']",324.0440699935191
full-time,3,,M,3-5,"['javascript', 'php']",838.7022988067554
full-time,2,,M,10+,"['.net', 'java', 'javascript', 'sql']",463.1924059319126
full-time,3,,M,6-10,"['python', 'sql']",4193.511494033777
full-time,3,,M,3-5,"['css', 'groovy', 'html', 'javascript', 'typescript']",644.2758568106439
full-time,4,Universitario,M,6-10,"['html', 'java']",1071.2515725668102
full-time,2,Universitario,M,1-2,"['bash/shell', 'python', 'sql']",991.1936258625291
full-time,3,,M,1-2,"['.net', 'c#', 'sql']",533.719644695208
full-time,3,,M,1-2,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']",1341.9236780908086
full-time,2,,M,6-10,"['python', 'ruby', 'sql']",978.6130913804277
full-time,3,Universitario,M,10+,"['c++', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']",2344.5541534825206
full-time,3,Universitario,M,3-5,"['bash/shell', 'python']",1762.5900651900422
full-time,4,,M,10+,"['.net', 'arduino', 'bash/shell', 'c#', 'css', 'html', 'javascript', 'kotlin', 'php', 'python', 'solidity', 'sql', 'typescript']",2287.3699058366055
full-time,3,,M,10+,['python'],2654.3631580953834
full-time,3,,M,10+,"['html', 'javascript', 'python', 'sql']",1334.29911173802
full-time,4,,M,0-1,"['java', 'php']",381.22831763943424
full-time,2,Terciario,M,3-5,"['css', 'html', 'javascript', 'sql']",991.1936258625291
full-time,1,,M,10+,"['cobol', 'java', 'sql']",907.3233959818535
full-time,3,,M,6-10,"['.net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']",1524.913270557737
full-time,3,,M,3-5,"['bash/shell', 'python']",2287.3699058366055
full-time,3,Terciario,M,10+,"['.net', 'c#', 'javascript']",2468.4533567153367
full-time,3,,M,6-10,"['groovy', 'java', 'kotlin', 'sql', 'typescript']",1436.9753345278486
full-time,2,,M,10+,['python'],1898.5170218443825
full-time,3,Terciario,M,3-5,"['python', 'typescript']",762.4566352788685
full-time,4,,M,6-10,"['.net', 'c#', 'css', 'html', 'java', 'javascript', 'sql']",1505.8518546757653
full-time,2,Universitario,M,3-5,"['java', 'javascript']",991.1936258625291
full-time,2,Universitario,M,10+,['python'],1078.770195570127
full-time,3,,M,0-1,"['python', 'sql']",579.46704281194
full-time,3,Universitario,M,3-5,"['c', 'c++', 'c#', 'go', 'javascript', 'php', 'python', 'sql', 'typescript']",1330.4868285616255
full-time,3,Universitario,M,6-10,"['.net', 'bash/shell', 'python']",1845.1450573748618
full-time,2,,M,6-10,"['html', 'javascript', 'kotlin', 'php', 'sql', 'swift', 'typescript']",1715.5274293774542
full-time,3,,M,10+,"['bash/shell', 'python']",3736.0375128664555
full-time,2,,M,6-10,"['python', 'sql']",1334.29911173802
full-time,1,Universitario,M,6-10,"['python', 'vba']",1101.749837977965
full-time,2,,M,10+,"['bash/shell', 'javascript', 'python']",2748.656170180321
full-time,4,,M,6-10,['sql'],3621.6690175746253
full-time,2,,M,3-5,"['.net', 'c#', 'html', 'typescript']",953.0707940985857
full-time,3,,M,3-5,['python'],1048.3778735084443
full-time,2,Universitario,M,10+,"['bash/shell', 'html', 'python']",1334.29911173802
full-time,2,Universitario,M,10+,"['bash/shell', 'css', 'html', 'javascript', 'sql', 'typescript']",1296.1762799740764
full-time,3,,M,3-5,"['python', 'sql']",1406.7324920895123
full-time,1,,M,10+,['bash/shell'],1391.376615454996
full-time,3,Universitario,M,1-2,['java'],1298.077046242995
full-time,3,Posgrado/Especialización,M,10+,"['.net', 'abap', 'javascript', 'python', 'sql']",2287.3699058366055
full-time,3,Universitario,M,3-5,"['c#', 'css', 'html', 'sql', 'typescript']",1269.490297739316
full-time,3,Universitario,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",1143.6849529183028
full-time,4,,M,0-1,"['css', 'html', 'javascript']",533.719644695208
full-time,3,,M,3-5,"['python', 'sql']",1086.5007052723877
full-time,4,Universitario,M,0-1,"['bash/shell', 'java', 'javascript', 'python']",632.8390072814609
full-time,3,Universitario,M,3-5,['kotlin'],1200.8692005642179
full-time,3,,M,1-2,"['python', 'scala']",1829.8959246692843
full-time,4,,M,6-10,"['bash/shell', 'css', 'html', 'javascript', 'typescript']",6290.267241050665
full-time,3,,M,6-10,"['.net', 'c#']",1517.2887042049483
full-time,2,Maestría,M,1-2,"['python', 'sql']",1334.29911173802
full-time,1,,M,0-1,['java'],343.10548587549084
full-time,3,,M,1-2,"['python', 'r']",1285.3646448858221
full-time,3,Terciario,M,1-2,"['html', 'javascript', 'php']",457.4739811673211
full-time,3,Universitario,M,10+,"['.net', 'css', 'html', 'javascript', 'php', 'sql']",1667.873889672525
full-time,3,,M,1-2,"['javascript', 'python']",381.22831763943424
full-time,4,Universitario,M,10+,"['css', 'html', 'javascript', 'php', 'python', 'sql']",1570.3938088521215
full-time,2,,M,1-2,"['java', 'scala', 'sql']",571.8424764591514
full-time,3,Universitario,M,3-5,"['java', 'javascript', 'sql']",1791.773092905341
full-time,2,,M,3-5,"['java', 'javascript', 'sql', 'typescript']",1238.9920323281613
full-time,4,Universitario,M,6-10,"['bash/shell', 'javascript', 'typescript']",3469.1776905188517
full-time,3,Universitario,M,10+,"['.net', 'go', 'javascript', 'kotlin', 'python', 'sql', 'typescript']",2085.3188974877053
full-time,4,,M,3-5,"['python', 'r', 'sql']",2580.91571041897
full-time,3,,M,1-2,"['go', 'elixir', 'java', 'sql']",1337.7301665967748
full-time,1,,M,3-5,"['bash/shell', 'javascript', 'python']",1029.3164576264726
full-time,3,Posgrado/Especialización,M,6-10,"['bash/shell', 'javascript', 'sql', 'typescript']",3621.6690175746253
full-time,2,,M,6-10,"['css', 'html', 'javascript']",1181.8077846822462
full-time,3,Universitario,M,6-10,"['python', 'sql']",1524.913270557737
full-time,2,,M,10+,"['bash/shell', 'perl', 'python']",2053.5761503564486
full-time,3,,M,6-10,"['.net', 'bash/shell', 'java', 'python']",1334.29911173802
full-time,3,Universitario,M,6-10,"['css', 'html', 'javascript']",1143.6849529183028
full-time,3,Terciario,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'php', 'python', 'sql']",819.6408829247837
full-time,3,Universitario,M,3-5,"['html', 'javascript', 'r']",1044.5655903320499
full-time,4,Universitario,M,6-10,['python'],2683.847356181617
full-time,2,Posgrado/Especialización,M,10+,"['.net', 'java', 'javascript', 'php', 'sql']",1200.8692005642179
full-time,2,,M,3-5,"['go', 'javascript', 'python', 'sql']",914.9479623346422
full-time,4,Universitario,M,10+,"['bash/shell', 'go', 'python']",3049.826541115474
full-time,2,Terciario,M,10+,"['bash/shell', 'go', 'java', 'javascript', 'python', 'sql']",1494.4150051465822
full-time,2,,M,3-5,"['.net', 'c#', 'javascript']",1219.9306164461896
full-time,3,Terciario,M,1-2,"['css', 'html', 'javascript', 'typescript']",1829.8959246692843
full-time,3,,M,10+,"['bash/shell', 'python', 'sql']",2744.8438870039267
full-time,4,Universitario,M,3-5,"['css', 'html', 'javascript']",1143.6849529183028
full-time,1,Universitario,M,6-10,['sql'],991.1936258625291
full-time,3,Posgrado/Especialización,M,1-2,"['python', 'sql']",2668.59822347604
full-time,4,,M,6-10,"['css', 'html', 'javascript', 'sql', 'typescript']",2782.96671876787
full-time,2,Universitario,M,3-5,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']",853.9514315123328
full-time,2,Universitario,M,10+,['php'],1624.0326331439899
full-time,3,,M,6-10,['python'],2668.59822347604
full-time,3,Universitario,M,3-5,"['css', 'html', 'javascript', 'smalltalk']",948.240631314094
full-time,3,Universitario,M,10+,['bash/shell'],762.4566352788685
full-time,4,Universitario,M,1-2,"['bash/shell', 'python']",823.453166101178
full-time,4,Universitario,M,1-2,['python'],1704.090579848271
full-time,2,,M,3-5,"['python', 'sql']",1219.9306164461896
full-time,2,Universitario,M,1-2,"['css', 'html', 'javascript', 'python', 'typescript']",343.10548587549084
full-time,2,Universitario,M,1-2,"['.net', 'c#', 'sql', 'vba']",571.8424764591514
full-time,3,Universitario,M,3-5,['powershell'],2211.1242423087187
full-time,3,,M,6-10,"['python', 'sql']",6099.653082230948
full-time,4,Universitario,M,3-5,"['.net', 'css', 'javascript', 'typescript']",924.3452403644543
full-time,3,,M,1-2,"['bash/shell', 'go', 'python', 'sql']",876.8251305706988
full-time,2,,M,6-10,"['css', 'html', 'javascript', 'php', 'python', 'sql', 'swift']",1906.1415881971714
full-time,3,Secundario,M,1-2,['html'],4765.353970492928
full-time,2,,M,6-10,"['bash/shell', 'python']",2859.212382295757
full-time,2,Universitario,M,3-5,['bash/shell'],512.6186573138652
full-time,3,,M,6-10,"['python', 'sql']",2119.6294460752542
full-time,4,,M,10+,"['bash/shell', 'java', 'javascript', 'python', 'typescript']",2249.247074072662
full-time,3,Universitario,M,3-5,"['c', 'c++']",762.4566352788685
full-time,3,Universitario,M,6-10,"['bash/shell', 'html', 'javascript', 'typescript']",3183.2564522892762
full-time,3,Universitario,M,3-5,"['python', 'sql']",1448.6676070298502
full-time,3,,M,6-10,"['.net', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'vba']",1963.3258358430865
full-time,1,,M,10+,"['.net', 'c#']",2821.0895505318135
full-time,4,Universitario,M,3-5,['bash/shell'],897.8117494567497
full-time,3,Universitario,M,3-5,['java'],1334.29911173802
full-time,2,Universitario,M,6-10,"['javascript', 'sql']",1216.1183332697954
full-time,2,,M,3-5,"['css', 'html', 'javascript', 'typescript']",838.7022988067554
full-time,2,,M,10+,"['.net', 'bash/shell', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'kotlin', 'php', 'scala', 'smalltalk', 'sql']",1829.8959246692843
full-time,2,Universitario,M,6-10,"['html', 'java', 'javascript']",1067.439289390416
full-time,2,,M,3-5,"['java', 'sql']",838.7022988067554
full-time,3,,M,10+,"['bash/shell', 'perl', 'php', 'python']",2287.3699058366055
full-time,2,,M,6-10,"['bash/shell', 'python', 'sql']",953.0707940985857
full-time,3,,M,3-5,['html'],1715.5274293774542
full-time,3,,M,3-5,"['python', 'r', 'sql']",2134.878578780832
full-time,2,Universitario,M,6-10,['python'],762.4566352788685
full-time,2,Universitario,M,3-5,"['python', 'sql']",857.7637146887271
full-time,3,Posgrado/Especialización,M,10+,"['bash/shell', 'go', 'python']",8062.9789180740345
full-time,1,,M,0-1,"['javascript', 'python']",436.1251953795128
full-time,4,Universitario,M,6-10,"['bash/shell', 'html', 'python', 'sql']",762.4566352788685
full-time,3,Universitario,M,1-2,"['go', 'java', 'sql']",927.2654492775723
full-time,3,Universitario,M,3-5,"['css', 'html', 'javascript', 'apex']",1143.6849529183028
full-time,3,Universitario,M,1-2,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",457.4739811673211
full-time,2,Universitario,M,3-5,"['python', 'sql']",476.53539704929284
full-time,3,,M,3-5,['go'],1269.490297739316
full-time,3,,M,10+,"['.net', 'bash/shell', 'go', 'javascript', 'python']",1383.8587930311464
full-time,3,Terciario,M,1-2,"['.net', 'c#', 'html', 'javascript', 'sql', 'typescript']",514.6582288132363
full-time,3,Universitario,M,6-10,"['html', 'javascript', 'php']",937.8216613930083
full-time,1,Universitario,M,3-5,"['bash/shell', 'c', 'c++', 'java', 'sql']",438.4125652853494
full-time,2,Universitario,M,10+,['sql'],1482.9781556173994
full-time,4,Universitario,M,3-5,"['go', 'javascript', 'python']",1286.6455720330905
full-time,3,,M,6-10,"['css', 'html', 'javascript', 'php', 'typescript']",1892.188631771568
full-time,3,Terciario,M,1-2,['bash/shell'],609.9653082230948
full-time,2,Universitario,M,10+,"['c++', 'html', 'javascript', 'python', 'sql']",914.9479623346422
full-time,2,,M,6-10,"['css', 'html', 'java', 'javascript']",1242.8043155045557
full-time,3,,M,3-5,['bash/shell'],2110.2207311959132
full-time,2,Universitario,M,10+,"['.net', 'c#', 'css', 'html', 'java', 'javascript']",1441.0430406770615
full-time,3,,M,3-5,['python'],1389.1959894780985
full-time,3,,M,6-10,"['python', 'sql']",1906.1415881971714
full-time,4,,M,1-2,"['bash/shell', 'python']",1006.4427585681065
full-time,4,,M,1-2,"['bash/shell', 'python', 'sql']",812.0163165719949
full-time,3,,M,3-5,"['bash/shell', 'go', 'python']",1555.4115359688917
full-time,1,Universitario,M,6-10,['php'],406.00815828599747
full-time,3,,M,10+,"['css', 'html', 'javascript']",2532.1184857611224
full-time,3,Universitario,M,6-10,"['.net', 'c#', 'go', 'java', 'python', 'ruby']",1334.29911173802
full-time,3,Universitario,M,3-5,"['.net', 'bash/shell', 'c#']",1105.5621211543594
full-time,3,,M,3-5,"['javascript', 'php']",1574.4729518508634
full-time,3,,M,1-2,"['groovy', 'java']",522.2827951660249
full-time,2,,M,6-10,['java'],1974.7626853722695
full-time,1,Universitario,M,3-5,"['java', 'javascript', 'typescript']",571.8424764591514
full-time,3,Terciario,M,3-5,['java'],1090.8581449430064
full-time,3,Universitario,M,6-10,"['go', 'java']",1219.9306164461896
full-time,4,Universitario,M,6-10,"['javascript', 'ruby', 'typescript']",4574.739811673211
full-time,3,Universitario,M,10+,"['.net', 'c#']",3431.0548587549083
full-time,2,,M,1-2,['java'],1029.3164576264726
full-time,1,,M,10+,"['bash/shell', 'sql']",514.6582288132363
full-time,2,,M,6-10,['sql'],991.1936258625291
full-time,2,,M,6-10,['javascript'],1286.6455720330905
full-time,2,,M,0-1,['sql'],343.10548587549084
full-time,3,Universitario,M,6-10,"['java', 'javascript', 'python', 'scala', 'sql']",1799.6187716823606
full-time,3,Universitario,M,3-5,"['.net', 'sql']",1555.4115359688917
full-time,3,Universitario,M,10+,"['.net', 'abap', 'arduino', 'assembler', 'css', 'html', 'java', 'javascript', 'perl', 'php', 'python', 'sql', 'vba']",1063.6270062140215
full-time,3,,M,1-2,['go'],526.0950783424192
full-time,2,Universitario,M,10+,['sql'],1049.047005451565
full-time,3,Secundario,M,1-2,"['javascript', 'python', 'typescript']",551.1722770767412
full-time,2,,M,3-5,"['go', 'python']",1094.1252716251763
full-time,3,Universitario,M,3-5,"['go', 'groovy', 'java']",1176.6993252258778
full-time,3,,M,6-10,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']",1906.1415881971714
full-time,3,Universitario,M,3-5,"['go', 'kotlin']",1700.6557127063397
full-time,3,Universitario,M,6-10,"['bash/shell', 'python']",1143.6849529183028
full-time,2,Posgrado/Especialización,M,10+,"['cobol', 'css', 'java', 'javascript', 'sql']",2020.5100834890015
full-time,3,Universitario,M,6-10,"['java', 'javascript', 'typescript']",3431.0548587549083
full-time,3,Universitario,M,1-2,"['css', 'javascript', 'php']",1296.1762799740764
full-time,3,Universitario,M,10+,"['css', 'javascript', 'smalltalk', 'sql']",2150.127711486409
full-time,3,,M,3-5,"['css', 'html', 'javascript', 'typescript']",953.0707940985857
full-time,2,Universitario,M,10+,"['java', 'sql']",1372.4219435019634
full-time,3,Universitario,M,3-5,"['css', 'html', 'java', 'typescript']",778.8494529373642
full-time,2,Terciario,M,1-2,['bash/shell'],720.5215203385308
full-time,3,Terciario,M,6-10,"['.net', 'javascript']",682.3986885745874
full-time,2,,M,6-10,"['.net', 'c', 'c#', 'css', 'html', 'javascript', 'php', 'sql']",1334.29911173802
full-time,3,Universitario,M,10+,"['.net', 'c#', 'html', 'javascript', 'typescript']",1906.1415881971714
full-time,1,Terciario,M,3-5,"['javascript', 'typescript']",419.3511494033777
full-time,3,Universitario,M,3-5,"['css', 'html', 'javascript']",2096.7557470168886
full-time,4,Doctorado,M,6-10,"['bash/shell', 'python', 'sql']",4525.180130380085
full-time,3,Universitario,M,10+,"['groovy', 'python']",7005.070336624604
full-time,3,,M,1-2,"['c', 'html', 'java', 'javascript', 'sql']",688.871449811292
